task,task_type,seed,candidate_order,candidate,representation,family,feature_count,model_class,params
tdc_hia_hou,classification,71,1,morgan512__linear,morgan512,linear,512,LogisticRegression,"{""C"": 1.0, ""class_weight"": ""balanced"", ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 3000, ""multi_class"": ""deprecated"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""liblinear"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}"
tdc_hia_hou,classification,71,2,morgan512__random_forest,morgan512,random_forest,512,RandomForestClassifier,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": ""balanced_subsample"", ""criterion"": ""gini"", ""max_depth"": null, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 80, ""n_jobs"": -1, ""oob_score"": false, ""random_state"": 71, ""verbose"": 0, ""warm_start"": false}"
tdc_hia_hou,classification,71,3,morgan512__lightgbm,morgan512,lightgbm,512,LGBMClassifier,"{""boosting_type"": ""gbdt"", ""class_weight"": null, ""colsample_bytree"": 1.0, ""importance_type"": ""split"", ""learning_rate"": 0.06, ""max_depth"": -1, ""min_child_samples"": 15, ""min_child_weight"": 0.001, ""min_split_gain"": 0.0, ""n_estimators"": 80, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": null, ""random_state"": 71, ""reg_alpha"": 0.0, ""reg_lambda"": 0.0, ""subsample"": 1.0, ""subsample_for_bin"": 200000, ""subsample_freq"": 0, ""verbosity"": -1}"
tdc_hia_hou,classification,71,4,maccs__linear,maccs,linear,167,LogisticRegression,"{""C"": 1.0, ""class_weight"": ""balanced"", ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 3000, ""multi_class"": ""deprecated"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""liblinear"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}"
tdc_hia_hou,classification,71,5,maccs__random_forest,maccs,random_forest,167,RandomForestClassifier,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": ""balanced_subsample"", ""criterion"": ""gini"", ""max_depth"": null, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 80, ""n_jobs"": -1, ""oob_score"": false, ""random_state"": 71, ""verbose"": 0, ""warm_start"": false}"
tdc_hia_hou,classification,71,6,maccs__lightgbm,maccs,lightgbm,167,LGBMClassifier,"{""boosting_type"": ""gbdt"", ""class_weight"": null, ""colsample_bytree"": 1.0, ""importance_type"": ""split"", ""learning_rate"": 0.06, ""max_depth"": -1, ""min_child_samples"": 15, ""min_child_weight"": 0.001, ""min_split_gain"": 0.0, ""n_estimators"": 80, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": null, ""random_state"": 71, ""reg_alpha"": 0.0, ""reg_lambda"": 0.0, ""subsample"": 1.0, ""subsample_for_bin"": 200000, ""subsample_freq"": 0, ""verbosity"": -1}"
tdc_hia_hou,classification,71,7,rdkit2d__linear,rdkit2d,linear,216,LogisticRegression,"{""C"": 1.0, ""class_weight"": ""balanced"", ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 3000, ""multi_class"": ""deprecated"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""liblinear"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}"
tdc_hia_hou,classification,71,8,rdkit2d__random_forest,rdkit2d,random_forest,216,RandomForestClassifier,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": ""balanced_subsample"", ""criterion"": ""gini"", ""max_depth"": null, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 80, ""n_jobs"": -1, ""oob_score"": false, ""random_state"": 71, ""verbose"": 0, ""warm_start"": false}"
tdc_hia_hou,classification,71,9,rdkit2d__lightgbm,rdkit2d,lightgbm,216,LGBMClassifier,"{""boosting_type"": ""gbdt"", ""class_weight"": null, ""colsample_bytree"": 1.0, ""importance_type"": ""split"", ""learning_rate"": 0.06, ""max_depth"": -1, ""min_child_samples"": 15, ""min_child_weight"": 0.001, ""min_split_gain"": 0.0, ""n_estimators"": 80, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": null, ""random_state"": 71, ""reg_alpha"": 0.0, ""reg_lambda"": 0.0, ""subsample"": 1.0, ""subsample_for_bin"": 200000, ""subsample_freq"": 0, ""verbosity"": -1}"
tdc_hia_hou,classification,71,10,multiview__linear,multiview,linear,895,LogisticRegression,"{""C"": 1.0, ""class_weight"": ""balanced"", ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 3000, ""multi_class"": ""deprecated"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""liblinear"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}"
tdc_hia_hou,classification,71,11,multiview__random_forest,multiview,random_forest,895,RandomForestClassifier,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": ""balanced_subsample"", ""criterion"": ""gini"", ""max_depth"": null, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 80, ""n_jobs"": -1, ""oob_score"": false, ""random_state"": 71, ""verbose"": 0, ""warm_start"": false}"
tdc_hia_hou,classification,71,12,multiview__lightgbm,multiview,lightgbm,895,LGBMClassifier,"{""boosting_type"": ""gbdt"", ""class_weight"": null, ""colsample_bytree"": 1.0, ""importance_type"": ""split"", ""learning_rate"": 0.06, ""max_depth"": -1, ""min_child_samples"": 15, ""min_child_weight"": 0.001, ""min_split_gain"": 0.0, ""n_estimators"": 80, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": null, ""random_state"": 71, ""reg_alpha"": 0.0, ""reg_lambda"": 0.0, ""subsample"": 1.0, ""subsample_for_bin"": 200000, ""subsample_freq"": 0, ""verbosity"": -1}"
tdc_pgp_broccatelli,classification,11,1,morgan512__linear,morgan512,linear,512,LogisticRegression,"{""C"": 1.0, ""class_weight"": ""balanced"", ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 3000, ""multi_class"": ""deprecated"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""liblinear"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}"
tdc_pgp_broccatelli,classification,11,2,morgan512__random_forest,morgan512,random_forest,512,RandomForestClassifier,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": ""balanced_subsample"", ""criterion"": ""gini"", ""max_depth"": null, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 80, ""n_jobs"": -1, ""oob_score"": false, ""random_state"": 11, ""verbose"": 0, ""warm_start"": false}"
tdc_pgp_broccatelli,classification,11,3,morgan512__lightgbm,morgan512,lightgbm,512,LGBMClassifier,"{""boosting_type"": ""gbdt"", ""class_weight"": null, ""colsample_bytree"": 1.0, ""importance_type"": ""split"", ""learning_rate"": 0.06, ""max_depth"": -1, ""min_child_samples"": 15, ""min_child_weight"": 0.001, ""min_split_gain"": 0.0, ""n_estimators"": 80, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": null, ""random_state"": 11, ""reg_alpha"": 0.0, ""reg_lambda"": 0.0, ""subsample"": 1.0, ""subsample_for_bin"": 200000, ""subsample_freq"": 0, ""verbosity"": -1}"
tdc_pgp_broccatelli,classification,11,4,maccs__linear,maccs,linear,167,LogisticRegression,"{""C"": 1.0, ""class_weight"": ""balanced"", ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 3000, ""multi_class"": ""deprecated"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""liblinear"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}"
tdc_pgp_broccatelli,classification,11,5,maccs__random_forest,maccs,random_forest,167,RandomForestClassifier,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": ""balanced_subsample"", ""criterion"": ""gini"", ""max_depth"": null, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 80, ""n_jobs"": -1, ""oob_score"": false, ""random_state"": 11, ""verbose"": 0, ""warm_start"": false}"
tdc_pgp_broccatelli,classification,11,6,maccs__lightgbm,maccs,lightgbm,167,LGBMClassifier,"{""boosting_type"": ""gbdt"", ""class_weight"": null, ""colsample_bytree"": 1.0, ""importance_type"": ""split"", ""learning_rate"": 0.06, ""max_depth"": -1, ""min_child_samples"": 15, ""min_child_weight"": 0.001, ""min_split_gain"": 0.0, ""n_estimators"": 80, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": null, ""random_state"": 11, ""reg_alpha"": 0.0, ""reg_lambda"": 0.0, ""subsample"": 1.0, ""subsample_for_bin"": 200000, ""subsample_freq"": 0, ""verbosity"": -1}"
tdc_pgp_broccatelli,classification,11,7,rdkit2d__linear,rdkit2d,linear,216,LogisticRegression,"{""C"": 1.0, ""class_weight"": ""balanced"", ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 3000, ""multi_class"": ""deprecated"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""liblinear"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}"
tdc_pgp_broccatelli,classification,11,8,rdkit2d__random_forest,rdkit2d,random_forest,216,RandomForestClassifier,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": ""balanced_subsample"", ""criterion"": ""gini"", ""max_depth"": null, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 80, ""n_jobs"": -1, ""oob_score"": false, ""random_state"": 11, ""verbose"": 0, ""warm_start"": false}"
tdc_pgp_broccatelli,classification,11,9,rdkit2d__lightgbm,rdkit2d,lightgbm,216,LGBMClassifier,"{""boosting_type"": ""gbdt"", ""class_weight"": null, ""colsample_bytree"": 1.0, ""importance_type"": ""split"", ""learning_rate"": 0.06, ""max_depth"": -1, ""min_child_samples"": 15, ""min_child_weight"": 0.001, ""min_split_gain"": 0.0, ""n_estimators"": 80, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": null, ""random_state"": 11, ""reg_alpha"": 0.0, ""reg_lambda"": 0.0, ""subsample"": 1.0, ""subsample_for_bin"": 200000, ""subsample_freq"": 0, ""verbosity"": -1}"
tdc_pgp_broccatelli,classification,11,10,multiview__linear,multiview,linear,895,LogisticRegression,"{""C"": 1.0, ""class_weight"": ""balanced"", ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 3000, ""multi_class"": ""deprecated"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""liblinear"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}"
tdc_pgp_broccatelli,classification,11,11,multiview__random_forest,multiview,random_forest,895,RandomForestClassifier,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": ""balanced_subsample"", ""criterion"": ""gini"", ""max_depth"": null, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 80, ""n_jobs"": -1, ""oob_score"": false, ""random_state"": 11, ""verbose"": 0, ""warm_start"": false}"
tdc_pgp_broccatelli,classification,11,12,multiview__lightgbm,multiview,lightgbm,895,LGBMClassifier,"{""boosting_type"": ""gbdt"", ""class_weight"": null, ""colsample_bytree"": 1.0, ""importance_type"": ""split"", ""learning_rate"": 0.06, ""max_depth"": -1, ""min_child_samples"": 15, ""min_child_weight"": 0.001, ""min_split_gain"": 0.0, ""n_estimators"": 80, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": null, ""random_state"": 11, ""reg_alpha"": 0.0, ""reg_lambda"": 0.0, ""subsample"": 1.0, ""subsample_for_bin"": 200000, ""subsample_freq"": 0, ""verbosity"": -1}"
tdc_pgp_broccatelli,classification,23,1,morgan512__linear,morgan512,linear,512,LogisticRegression,"{""C"": 1.0, ""class_weight"": ""balanced"", ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 3000, ""multi_class"": ""deprecated"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""liblinear"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}"
tdc_pgp_broccatelli,classification,23,2,morgan512__random_forest,morgan512,random_forest,512,RandomForestClassifier,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": ""balanced_subsample"", ""criterion"": ""gini"", ""max_depth"": null, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 80, ""n_jobs"": -1, ""oob_score"": false, ""random_state"": 23, ""verbose"": 0, ""warm_start"": false}"
tdc_pgp_broccatelli,classification,23,3,morgan512__lightgbm,morgan512,lightgbm,512,LGBMClassifier,"{""boosting_type"": ""gbdt"", ""class_weight"": null, ""colsample_bytree"": 1.0, ""importance_type"": ""split"", ""learning_rate"": 0.06, ""max_depth"": -1, ""min_child_samples"": 15, ""min_child_weight"": 0.001, ""min_split_gain"": 0.0, ""n_estimators"": 80, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": null, ""random_state"": 23, ""reg_alpha"": 0.0, ""reg_lambda"": 0.0, ""subsample"": 1.0, ""subsample_for_bin"": 200000, ""subsample_freq"": 0, ""verbosity"": -1}"
tdc_pgp_broccatelli,classification,23,4,maccs__linear,maccs,linear,167,LogisticRegression,"{""C"": 1.0, ""class_weight"": ""balanced"", ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 3000, ""multi_class"": ""deprecated"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""liblinear"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}"
tdc_pgp_broccatelli,classification,23,5,maccs__random_forest,maccs,random_forest,167,RandomForestClassifier,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": ""balanced_subsample"", ""criterion"": ""gini"", ""max_depth"": null, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 80, ""n_jobs"": -1, ""oob_score"": false, ""random_state"": 23, ""verbose"": 0, ""warm_start"": false}"
tdc_pgp_broccatelli,classification,23,6,maccs__lightgbm,maccs,lightgbm,167,LGBMClassifier,"{""boosting_type"": ""gbdt"", ""class_weight"": null, ""colsample_bytree"": 1.0, ""importance_type"": ""split"", ""learning_rate"": 0.06, ""max_depth"": -1, ""min_child_samples"": 15, ""min_child_weight"": 0.001, ""min_split_gain"": 0.0, ""n_estimators"": 80, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": null, ""random_state"": 23, ""reg_alpha"": 0.0, ""reg_lambda"": 0.0, ""subsample"": 1.0, ""subsample_for_bin"": 200000, ""subsample_freq"": 0, ""verbosity"": -1}"
tdc_pgp_broccatelli,classification,23,7,rdkit2d__linear,rdkit2d,linear,216,LogisticRegression,"{""C"": 1.0, ""class_weight"": ""balanced"", ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 3000, ""multi_class"": ""deprecated"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""liblinear"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}"
tdc_pgp_broccatelli,classification,23,8,rdkit2d__random_forest,rdkit2d,random_forest,216,RandomForestClassifier,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": ""balanced_subsample"", ""criterion"": ""gini"", ""max_depth"": null, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 80, ""n_jobs"": -1, ""oob_score"": false, ""random_state"": 23, ""verbose"": 0, ""warm_start"": false}"
tdc_pgp_broccatelli,classification,23,9,rdkit2d__lightgbm,rdkit2d,lightgbm,216,LGBMClassifier,"{""boosting_type"": ""gbdt"", ""class_weight"": null, ""colsample_bytree"": 1.0, ""importance_type"": ""split"", ""learning_rate"": 0.06, ""max_depth"": -1, ""min_child_samples"": 15, ""min_child_weight"": 0.001, ""min_split_gain"": 0.0, ""n_estimators"": 80, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": null, ""random_state"": 23, ""reg_alpha"": 0.0, ""reg_lambda"": 0.0, ""subsample"": 1.0, ""subsample_for_bin"": 200000, ""subsample_freq"": 0, ""verbosity"": -1}"
tdc_pgp_broccatelli,classification,23,10,multiview__linear,multiview,linear,895,LogisticRegression,"{""C"": 1.0, ""class_weight"": ""balanced"", ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 3000, ""multi_class"": ""deprecated"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""liblinear"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}"
tdc_pgp_broccatelli,classification,23,11,multiview__random_forest,multiview,random_forest,895,RandomForestClassifier,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": ""balanced_subsample"", ""criterion"": ""gini"", ""max_depth"": null, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 80, ""n_jobs"": -1, ""oob_score"": false, ""random_state"": 23, ""verbose"": 0, ""warm_start"": false}"
tdc_pgp_broccatelli,classification,23,12,multiview__lightgbm,multiview,lightgbm,895,LGBMClassifier,"{""boosting_type"": ""gbdt"", ""class_weight"": null, ""colsample_bytree"": 1.0, ""importance_type"": ""split"", ""learning_rate"": 0.06, ""max_depth"": -1, ""min_child_samples"": 15, ""min_child_weight"": 0.001, ""min_split_gain"": 0.0, ""n_estimators"": 80, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": null, ""random_state"": 23, ""reg_alpha"": 0.0, ""reg_lambda"": 0.0, ""subsample"": 1.0, ""subsample_for_bin"": 200000, ""subsample_freq"": 0, ""verbosity"": -1}"
tdc_pgp_broccatelli,classification,37,1,morgan512__linear,morgan512,linear,512,LogisticRegression,"{""C"": 1.0, ""class_weight"": ""balanced"", ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 3000, ""multi_class"": ""deprecated"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""liblinear"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}"
tdc_pgp_broccatelli,classification,37,2,morgan512__random_forest,morgan512,random_forest,512,RandomForestClassifier,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": ""balanced_subsample"", ""criterion"": ""gini"", ""max_depth"": null, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 80, ""n_jobs"": -1, ""oob_score"": false, ""random_state"": 37, ""verbose"": 0, ""warm_start"": false}"
